"Especie","Long","Lat","BD","colecta","bio01","bio02","bio03","bio04","bio05","bio06","bio07","bio08","bio09","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","env_group_3","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19"
"haageana",-97.453139,18.255556,"gbif",NA,154,160,69,1763,265,35,230,165,129,173,128,485,118,4,91,242,17,198,20,"M_conspicua",-1.74252554396294,1.85954359960641,-0.683106527791757,-0.533733297116743,-0.774561236434537,-0.214950306944958,-0.362581751351,0.0870013075632647,-0.188836570504961,-0.0101146636381912,-0.0752676174188798,-0.0426623758084407,0.0250375128976819,0.0924192427671305,-0.0365937078584602,-0.00624164196295734,-0.020288844103417,-0.0123077156653662,0.0327655872073514
"haageana",-97.435528,18.232194,"gbif",NA,157,159,69,1805,268,38,230,169,132,178,131,508,121,4,90,252,18,205,21,"M_conspicua",-1.57987513151905,1.59808195025681,-0.588072745284151,-0.650408642985735,-0.632518280061442,-0.0714478577569645,-0.130977781036897,0.171434716388932,-0.102516129023919,0.0218286642739997,-0.0851759498294488,0.0339756276728978,-0.0321590868918314,0.0977213141498227,-0.0415779989722673,-0.0107271183595487,-0.00398027504164491,-0.0271414686594585,-0.00442733234320408
"haageana",-97.519222,18.404472,"gbif",NA,158,162,70,1744,269,40,229,174,133,178,133,472,115,3,90,241,16,202,16,"M_conspicua",-1.32817395812348,1.86611682033198,-0.971948670388863,0.244254987099056,-0.69689545297135,-0.130377893272989,-0.0655730562267337,0.119530291415735,-0.0158574846299957,0.15016448429627,-0.0343634312971179,0.0233925163647612,0.0400018467122604,0.0358797091408136,0.017541349148248,0.00874718847179318,-0.0134356578231637,0.0190455438874995,-0.0024390359985866
"haageana",-97.50025,18.26825,"gbif",NA,188,158,69,1903,298,70,228,207,163,210,161,499,121,3,97,249,14,203,16,"M_meissneri",1.42284981861981,0.865852180259181,-0.555561030617292,-0.216385468193723,-0.0797995117447876,0.14964019001067,-0.108500590683122,0.194551477223188,-0.0809124784939215,0.0996639654278486,0.0703518229778633,0.0642622265625721,-0.00166924444633072,-0.0821470743378765,0.0459899858003195,-0.0192958266443367,-0.00927481045671042,-0.000665569950229346,-0.000693379475739514
"haageana",-97.474861,18.43075,"gbif",NA,170,156,70,1803,277,55,222,187,146,191,145,486,108,3,89,239,16,202,17,"M_conspicua",-0.37284756513525,1.73723598509772,-0.230889687363362,0.287559262490399,-0.328845428040038,0.127817036185942,0.405556558130227,0.161655917566087,0.0654768047794579,0.0870826579429304,-0.0308557131977944,0.0353470778473774,-0.0579906456921613,-0.0287039189108387,0.0462150679500087,-0.0265160899166141,0.0336824940304535,0.00744482719071372,-0.0262894720417418
"haageana",-97.403889,18.706556,"gbif",NA,146,163,72,1597,258,33,225,155,123,164,123,492,96,4,80,240,24,176,24,"Haageana",-3.3897030559132,2.3183682188238,-0.415909343601894,0.855978694084904,0.4291717535016,-0.668485088157153,0.665039643575375,0.0456378683903073,0.189984337454195,0.218529203874424,-0.168026448578568,0.00519983971252219,-0.0926275640685143,0.161214038349444,-0.0546348394292342,-0.019345455657458,-0.0450099944170356,-0.00957717633237136,-0.0118565427305683
"haageana",-97.408583,18.697833,"gbif",NA,147,163,72,1596,259,34,225,157,124,165,124,487,97,4,81,237,24,178,24,"Haageana",-3.27566906289622,2.26697025703209,-0.413942015670022,0.873217779317062,0.453689948816522,-0.645232088046363,0.587763554292892,0.0816852586292317,0.124685441950456,0.248197219859628,-0.148342832738987,0.0218510404450377,-0.0743039650451422,0.136659184206848,-0.0443836131449009,-0.0194014304501419,-0.0486683928002209,-0.00439493909053675,-0.0101962844082816
"haageana",-97.532917,18.201611,"gbif",NA,155,163,69,1784,268,34,234,167,131,176,130,510,130,4,94,261,17,212,19,"M_conspicua",-1.58804020979464,1.35010470728903,-1.05669145335482,-0.575597759545421,-0.833127510428327,-0.0972194933482694,-0.670954623075384,0.208175845354932,-0.198691757257771,0.0879691748678656,-0.0378927783445287,-0.0468626552533857,0.0303356984669926,0.127144007260789,-0.0224679569167411,0.00495500851934373,-0.0167711705940886,-0.020764018850094,-0.0063596650807701
"haageana",-97.466944,18.4195,"gbif",NA,173,156,70,1832,280,58,222,191,148,194,147,493,109,4,89,242,15,202,18,"M_conspicua",-0.239824557297931,1.59791948632886,-0.12000853663386,0.137045044325822,-0.043151765553653,0.347475211706739,0.263649707086615,-0.00400011127646203,0.168968244184574,-0.1453721430492,-0.0400785779183611,0.0282530251997585,-0.00223656140612746,-0.116600593991141,0.0374402179643474,-0.0143779338871606,0.0211492205489032,-0.000924088547384899,-0.0120516738823605
"haageana",-97.405361,18.705139,"gbif",NA,146,163,72,1597,258,33,225,155,123,164,123,492,96,4,80,240,24,176,24,"Haageana",-3.3897030559132,2.3183682188238,-0.415909343601894,0.855978694084904,0.4291717535016,-0.668485088157153,0.665039643575375,0.0456378683903073,0.189984337454195,0.218529203874424,-0.168026448578568,0.00519983971252219,-0.0926275640685143,0.161214038349444,-0.0546348394292342,-0.019345455657458,-0.0450099944170356,-0.00957717633237136,-0.0118565427305683
"haageana",-97.090667,17.578083,"gbif",NA,142,154,70,1394,252,34,218,147,134,159,122,943,197,9,88,518,34,308,52,"Oaxacana",-5.50468148810906,-2.76597615671512,2.28473673493696,-0.762465972285444,0.0745634336386294,0.0264667320602396,-0.381912935360151,0.464497192141177,-0.672579568360257,-0.167634594883223,-0.0198345096902829,-0.175883572210132,0.0664187666878863,0.0786391148913552,0.0869979192455325,-0.0652874404306236,-0.150823045102162,-0.0460001319907216,0.00680302240180609
"haageana",-97.520889,18.760194,"gbif",NA,156,167,72,1697,269,39,230,170,131,174,131,424,93,2,82,216,17,178,17,"Haageana",-1.90857403883372,2.53975839546749,-1.47357887470785,1.21992035621323,0.0301580739826979,-0.486277499517419,0.853391193504244,0.0695779519341931,0.230811282976347,0.0699101316724112,-0.157364785648149,0.0683399239690096,0.0380592822007251,0.123252846307183,0.0219992633025054,0.0329268367256838,-0.0352571001937403,0.0315448798321493,0.0132573333833894
"haageana",-97.556778,18.737139,"gbif",NA,148,169,73,1613,263,32,231,161,124,165,124,476,103,2,85,240,17,197,17,"Haageana",-2.66076721282287,2.18629530417823,-1.67286989783284,1.80174190549109,-0.224491414470975,-0.447886695867412,0.389026444039643,0.362652950688479,0.131905064327327,0.0428239317442823,-0.116570834708755,-0.0279361530131896,-0.0504136608235456,0.103711170728596,-0.0236954879661866,0.00618696891108165,-0.117194805515623,0.000446312392435593,0.0237264770311182
"haageana",-97.620306,18.73825,"gbif",NA,168,166,70,1850,282,48,234,185,142,188,141,470,107,3,85,240,18,205,19,"M_conspicua",-0.889790845780176,1.56093904369546,-1.34723857398105,-0.105319733885492,0.112657293454152,0.0141919336575197,0.745996282531111,-0.0549754069895998,0.113482066876316,0.188079799463313,-0.0142062407190887,0.121265505088167,0.0431524023682918,0.0757704632936361,0.0306965793254031,0.0294932548705712,-0.0455578858207203,0.0534352993417524,0.013774155226412
"haageana",-97.463889,18.603833,"gbif",NA,168,156,70,1822,276,54,222,185,143,188,142,501,106,4,87,252,17,204,19,"M_conspicua",-0.78274355286311,1.68500510331692,-0.0804643782090069,0.0409427078712445,-0.0838720862396654,0.285864005725821,0.435883565521764,0.0316455907800064,0.198534927016818,-0.0323860808207098,-0.0276668511747375,-0.00400450377182276,-0.0782412662850059,-0.0749695168835206,0.0227551186859784,0.0263888651251684,-0.0221838557340426,0.0272313061403208,0.00538572788750071
"haageana",-97.471667,18.608333,"gbif",NA,168,157,70,1839,276,54,222,185,143,189,142,502,106,4,87,253,17,205,19,"M_conspicua",-0.769114097381345,1.66716667583433,-0.152358524149632,0.00769079419084936,-0.0544619529909863,0.324966985842162,0.451232436476297,0.0588705170553516,0.231589479675858,-0.0284038765440786,-0.00213839108206649,-0.0500523200449568,-0.0379038691247169,-0.0621687153230718,0.0185147426460741,0.0297403492690236,-0.00985901407473106,0.0113954372514078,-0.0125153927601728
"haageana",-97.361028,18.345306,"gbif",NA,209,152,68,1951,318,97,221,218,182,232,182,423,103,3,97,214,13,159,13,"M_meissneri",3.38042373173927,1.32213292464247,0.258398680273359,-0.437102661505152,0.498013238207533,-0.133346076066333,0.194584826973444,-0.317041513437444,0.0203067490640986,0.189982484379808,-0.0511135370969103,-0.0105910326692506,0.00841521833696324,0.0982637462935649,-0.150318145970156,0.075230528565512,0.0179089008913542,-0.0321252785197583,-0.0128642449983475
"haageana",-97.649444,18.321111,"gbif",NA,176,163,69,1855,287,54,233,194,151,197,149,536,140,3,94,288,13,235,17,"M_conspicua",0.168203135864853,0.461783268796943,-1.14064243734817,-0.247265226762401,-0.741082652955377,0.347152565140739,-0.094050878805817,0.0995710438387235,-0.0858552479046408,-0.0265744876669182,0.00775753137270576,0.0974970067098237,0.181677103012572,0.00751920822801163,0.0651903787479768,0.0161523636749991,0.0139579036741874,0.0262941898479537,0.0128752162753336
"haageana",-97.590944,18.367639,"gbif",NA,176,161,70,1839,286,57,229,194,152,197,150,506,125,3,91,263,14,218,17,"M_conspicua",0.0648367865576245,0.987289097726035,-0.864596083401327,0.234564326710408,-0.273164861508785,0.293318653143752,0.227525487364359,0.117283501842293,0.062306066248336,-0.0465357258805867,-0.0687284911495613,0.124610144151071,0.0839023523380389,-0.00293620504908349,0.0757967849668169,0.00467866469614118,0.0159989250885888,0.0195941952342539,-0.00739167367570981
"haageana",-97.602583,18.366194,"gbif",NA,177,161,70,1878,288,58,230,196,152,199,151,508,127,3,92,265,13,220,16,"M_conspicua",0.278076798115927,0.94180384166293,-0.984686625897201,0.191978368512368,-0.311285176223584,0.416565436636544,0.134611174084749,0.184767140456867,0.138064116617857,-0.113163581056188,-0.0755152611679691,0.133701613738744,0.0598613267075803,-0.0243379811820731,0.0467292766305775,0.0257976495521912,0.00046661426342318,0.0223163028967387,-0.0208022502352042
"haageana",-97.528278,18.201,"gbif",NA,160,162,69,1807,272,38,234,172,135,181,134,537,136,4,93,274,18,223,21,"M_conspicua",-1.41386311602456,0.937307890935969,-0.916977565207552,-0.657074814579932,-0.676323705095391,0.038837985454373,-0.412523618725212,0.269060378864072,-0.19794567414607,0.101345866279145,-0.0568771498102891,0.0678316487713306,0.017122606257965,0.12611996996376,-0.0321945807234534,-0.00759232385809548,0.00848717890601307,-0.0225231228526718,0.000836841089587404
"haageana",-97.633778,18.33475,"gbif",NA,170,163,69,1841,282,49,233,189,146,191,144,529,136,3,92,281,14,231,17,"M_conspicua",-0.304461459228401,0.743826774017736,-1.15145563291275,-0.297372160234372,-0.816413257901674,0.269744247227336,0.0100091023485914,0.0651367553262042,-0.0416482101600004,0.0357607409864303,-0.00987940395741587,0.107608355993284,0.153178153645844,0.025048255831802,0.0797275993480515,-0.00456058479984092,-0.0113463894552204,0.0498882458778844,-0.00127911406515885
"haageana",-97.576222,18.347417,"gbif",NA,185,160,69,1879,295,66,229,204,159,206,158,492,122,3,94,254,12,209,15,"M_meissneri",1.10429940142477,0.954994650730246,-0.792468357641446,-0.122334991304692,-0.315577422211351,0.251218558109639,0.0534785706881002,-0.0905756339220756,0.00175098105116084,-0.0501430975610208,0.0310692550883186,0.0713493515889606,0.120805198424789,-0.0800845117991019,0.0443771416778751,0.00229581381744144,0.00772516651660104,0.0323468987424894,0.0117976013006951
"haageana",-97.456389,18.663333,"gbif",NA,156,162,71,1709,267,41,226,171,131,175,131,438,95,3,85,227,16,180,16,"M_conspicua",-1.66885566136476,2.51906088986438,-0.869668070646399,0.756468783874267,-0.277040931068357,-0.292051146183245,0.387311599992123,-0.0642977434295272,0.216575531680546,-0.000100041066601164,-0.0882424714658602,-0.0362192784162391,-0.0137216535495143,0.0140394252699896,0.0182812855929022,0.0705476608646437,-0.0387587069080979,0.0204503495262051,0.0073490887958722
"haageana",-97.437222,18.373889,"gbif",NA,191,153,69,1886,298,77,221,209,166,213,165,467,111,3,99,232,12,187,14,"M_meissneri",1.96604989357635,1.3243117549524,0.00837497899009104,0.0350159961781456,-0.147411809547753,0.113922599212124,-0.271996531423159,0.180780399778384,-0.0970743338946989,-0.0101177182398825,0.0686910021470707,-0.0540445115222467,-0.0312941482463765,-0.146305415788647,0.0219094665730196,0.0113531306683323,0.013446071680211,-0.00789277190952688,-0.00860300902849917
"haageana",-97.505833,18.195833,"gbif",NA,166,161,69,1861,277,45,232,184,141,187,140,550,133,4,92,272,18,227,22,"M_conspicua",-0.925615988216642,0.780145832754353,-0.748095890730785,-0.713008907924916,-0.406891337011504,0.24243604804985,-0.0925529818155744,0.299485848916591,-0.120297847778439,0.064793760608685,0.0180632311960318,0.10892434028476,0.0440546231747833,-0.00966109801151278,0.0334709721791275,-0.0707856606126946,0.00452088638340278,0.0309808750705876,-0.00402293048594856
"haageana",-97.470556,18.590278,"gbif",NA,173,155,70,1831,279,59,220,190,147,193,147,506,106,4,86,252,16,204,19,"M_conspicua",-0.435734225141481,1.60359941737704,0.0823145412640152,0.113433305770492,-0.000700648897149436,0.377433588790621,0.620239398362222,-0.0724635841649161,0.264054551758148,-0.125790675026391,-0.042963111590121,0.0182913609033494,-0.0240925765855305,-0.102310083100179,0.0116505378799627,-0.000931519536723358,0.0309078681825789,0.0322523479420766,-0.000379731781300704
"haageana",-97.455476,18.329937,"gbif",NA,203,155,69,1928,312,88,224,221,177,225,176,425,104,3,100,211,12,167,14,"M_meissneri",2.94937647871591,1.29657067085908,-0.181973916069365,-0.0202742442834618,0.53839531661724,-0.0698928827089958,-0.202053677772611,0.024542411157135,-0.104568011529376,0.0184984072518649,0.0586555642574798,0.0215780637436783,0.0106589822567603,-0.146403190596714,0.0195151450150487,0.0441575639596035,0.00362741327288094,-0.000451386760729887,0.00714604958944637
"haageana",-97.414722,18.216639,"gbif",NA,160,157,68,1824,270,42,228,172,136,181,134,539,124,5,90,266,19,212,23,"M_conspicua",-1.43836832072942,1.26505502294889,-0.113334296609435,-1.24552187857138,-0.575607389044485,0.0837683177448193,-0.172315668231424,-0.0688619838702087,-0.145234639349844,0.0309141250323503,-0.0142210467477116,-0.0396836263446022,0.00271021307420765,0.0660197328647075,-0.0316520554213008,-0.042299162049603,-0.00501626700676506,-0.0167477372730414,-0.00170392738424768
"haageana",-97.499444,18.318917,"gbif",NA,201,157,69,1930,310,84,226,219,174,223,174,430,107,3,102,216,11,173,13,"M_meissneri",2.85925832062504,1.22995707273418,-0.462011905077113,-0.0100611275364357,0.357778364107771,-0.0175746490527042,-0.479088070289183,0.0850293353706189,-0.140353150649049,-0.0127189930070082,0.115871252085711,-0.0503675778191942,0.0221159007282106,-0.167156994186633,0.0124586186217035,0.0554338935610248,0.0231623735635995,-0.00366412013410148,0.0103358726067607
"haageana",-97.363611,18.361861,"gbif",NA,205,151,68,1920,312,93,219,214,178,227,178,453,107,4,97,227,15,170,18,"M_meissneri",2.70529552531526,1.0666497529348,0.654217427082008,-0.640729689445135,0.64258948882096,-0.0388472676019938,0.0609191777532444,-0.239388653815506,-0.148438295553702,0.0940114221286765,0.000378615235616279,-0.0496934746950741,0.0560966041949191,0.0208177393845432,-0.138998776674537,0.0602339248776808,0.0429818781847245,-0.0301629908443601,0.00366318923172251
"haageana",-97.38,18.317972,"gbif",NA,212,154,68,1969,321,97,224,221,184,235,184,404,101,2,101,207,12,152,14,"M_meissneri",3.83146247477754,1.3104275403118,-0.132792332717328,-0.387803253765781,0.463837065080377,-0.432881732153539,0.0610178230503259,0.0220872307838643,-0.238117729319811,0.148991718264917,0.034961892886471,-0.0556315159162974,0.0217573005657041,0.073584166744467,-0.125758444784299,0.103292251645398,0.052414487744421,-0.0505450173065171,0.00418223884467398
"haageana",-97.452111,18.338806,"gbif",NA,197,155,69,1935,305,82,223,216,171,219,170,449,109,3,99,222,13,178,15,"M_meissneri",2.38838576205042,1.25025025849163,-0.153161035923837,-0.11371969093543,0.305388729027184,0.0430441424704564,-0.147855518451357,0.19807650450298,-0.0620484974354951,0.0539078488075876,0.0773688847744503,-0.000256139879129164,0.0382872966840838,-0.139553223389364,0.0296516780509061,0.0151720535259783,0.0122615418966095,0.00706317703277197,0.00300943012677544
"haageana",-97.38,18.319389,"gbif",NA,212,154,68,1969,321,97,224,221,184,235,184,404,101,2,101,207,12,152,14,"M_meissneri",3.83146247477754,1.3104275403118,-0.132792332717328,-0.387803253765781,0.463837065080377,-0.432881732153539,0.0610178230503259,0.0220872307838643,-0.238117729319811,0.148991718264917,0.034961892886471,-0.0556315159162974,0.0217573005657041,0.073584166744467,-0.125758444784299,0.103292251645398,0.052414487744421,-0.0505450173065171,0.00418223884467398
"haageana",-97.379722,18.311972,"gbif",NA,208,154,69,1973,316,93,223,217,180,231,180,428,105,3,100,217,13,161,16,"M_meissneri",3.1683347119188,1.18468504571472,-0.0114881375290954,-0.16025359225293,0.788097628631103,-0.121467377956572,-0.0704353948992316,0.176323573670168,-0.073385878992873,-0.0229234882529492,-0.0354550730416394,-0.0407318596281005,-0.0137733264454604,0.0370544556761933,-0.124893090308655,0.110438067689364,0.0616291052642312,-0.073699382471182,0.00112357144509665
"haageana",-97.4925,18.255361,"gbif",NA,179,158,69,1907,288,60,228,197,153,200,152,536,127,4,93,265,17,219,21,"M_conspicua",0.195727605942995,0.713605823599328,-0.36343318671199,-0.607179717243984,-0.0232680009313756,0.364219175150765,0.0648146585206602,0.240692895985551,-0.0469708893300391,0.0331974969480637,0.0291430232243452,0.102658591079742,0.0278617658906866,-0.0622232218127155,0.0203528872360583,-0.0433979243076891,0.0168961469652548,0.0265750856754843,0.00863472414869039
"haageana",-97.512389,18.402611,"gbif",NA,160,161,70,1805,271,41,230,176,133,180,133,471,113,3,89,239,16,202,16,"M_conspicua",-1.19695694134607,1.91926935484683,-1.01752184658233,0.0896084904446878,-0.604271671360627,0.0071774124604457,0.0948507022576009,0.191805787184243,0.106369453648014,0.0947379644237223,-0.0691211903568747,0.0932228822002064,-0.0466322076633818,0.0273537264129086,-0.00738346950622038,0.0356292456860645,-0.0264638461678463,0.00694804628239329,0.0197155557776747
"haageana",-97.484806,18.41025,"gbif",NA,168,158,70,1833,276,51,225,185,143,188,142,480,107,3,87,235,16,201,17,"M_conspicua",-0.61332602244468,1.84848222908055,-0.540079339050918,0.147164374459415,-0.303096243940354,0.153573254976779,0.541673595063997,0.108009415296817,0.169178007575075,0.0468667335711139,-0.0692243325567527,0.0761912744240282,-0.0482987141042927,0.00110120061589384,0.0489981572761547,-0.0335412216425561,0.0231401122461991,0.026392682030553,-0.000738114864491732
"haageana",-97.526167,18.404889,"gbif",NA,156,163,70,1765,268,37,231,172,130,176,130,474,117,3,91,244,16,204,16,"M_conspicua",-1.45827259473146,1.8513109305747,-1.16800513173169,0.148942203545274,-0.762116199292571,-0.113821936885276,-0.204098880934994,0.240079746256138,-0.0115960094679042,0.136460350507338,-0.0217498392159438,0.0151620472013287,0.0195422622913991,0.0345975860149299,0.000786624644175582,0.0347976734442518,-0.0386911816707313,0.0082083950234276,0.0128931058874452
"haageana",-97.555972,18.318083,"gbif",NA,193,159,69,1917,303,74,229,212,167,215,166,464,116,3,99,236,12,192,13,"M_meissneri",2.02858669288143,1.03800613246975,-0.741814791057315,-0.103957670404174,0.0262812875552718,0.131147648700253,-0.330984059451142,0.0487450812463541,-0.0402900043326242,0.0653605097525261,0.083566601511233,0.0248675003485689,0.00969299192791437,-0.10952829248121,0.0488855878288706,0.0269829848845031,0.0122356814774035,0.00626276247932327,0.0044531238879495
"haageana",-97.449167,18.40475,"gbif",NA,173,155,69,1857,279,57,222,191,147,194,147,499,109,4,89,241,17,201,19,"M_conspicua",-0.219144927584037,1.58182641668533,0.0409146947769362,-0.438883878450845,-0.168233762362204,0.238712224348938,0.334686977741199,-0.0210810983310514,0.0832017720115748,0.0688427381117812,0.0381587902159131,0.0222044662582137,-0.00415369747350124,-0.0950042589174743,0.028236161081482,-0.0501537809582072,0.0582702132034037,0.0290369983100986,-0.0130837762539482
"haageana",-97.572444,18.39025,"gbif",NA,169,161,70,1841,279,50,229,187,144,190,142,493,119,3,89,253,15,214,17,"M_conspicua",-0.524549939333101,1.39461227275647,-0.919356391220845,0.127147873440372,-0.391141102782162,0.25148940375887,0.316972311403671,0.15239751847705,0.119544008854717,0.000259809043509251,-0.0630377768776481,0.118186107320337,0.0455594273098296,0.00368630927125183,0.0626576140637481,0.0134629349731197,0.000726647296577499,0.00373927800054945,0.000502155899287276
"haageana",-97.474806,18.607111,"gbif",NA,169,157,70,1802,277,54,223,186,144,189,143,498,106,4,87,253,16,205,19,"M_conspicua",-0.721251816260467,1.62893450799639,-0.18278767330154,0.109989932898844,-0.0939890742796134,0.264065180833414,0.420110036981985,-0.0898086173876388,0.144906087749672,-0.109839839832263,-0.0176417484108579,-0.00294899615846661,-0.0390283727521839,-0.0970907177324038,0.0356642726347533,0.0339709415667693,-0.00422486389419245,0.0215841962817094,0.00526091198545757
"haageana",-97.550083,18.250833,"gbif",NA,184,160,69,1909,295,64,231,203,158,206,157,528,131,3,94,268,15,221,18,"M_meissneri",0.825738993314816,0.541154112591705,-0.789601842376276,-0.369955203406941,-0.205238739257471,0.289761256121413,0.150048432543563,0.201777862716237,-0.0438257068207717,0.0952478875118434,0.0203480698982424,0.176107523133437,0.0540808862732416,-0.0269788343108617,0.0238986394533275,-0.025311280487705,0.00409091733628029,0.027540670878442,-0.00650479831242599
"haageana",-97.53944,18.48266,"gbif",NA,176,158,70,1801,283,60,223,194,151,196,150,487,110,3,90,247,13,205,16,"M_conspicua",0.146200413676605,1.50444643931942,-0.427574491249663,0.441895328194735,-0.316338620411417,0.212374366975147,0.341302065358229,-0.0372094420841257,0.0705607634519562,-0.114007299015798,0.00854815733542144,-0.00834307381126439,0.0629262194745983,-0.104929372637655,0.0598631301206843,-0.00590697787284113,0.0317000276983771,0.017152382989371,0.00519628690787708
"haageana",-97.796556,17.822167,"gbif",NA,197,174,70,1904,312,65,247,210,170,219,170,764,168,3,95,405,13,270,24,"M_conspicua",0.882786311893203,-2.13468608140506,-2.08803952251398,-0.0676461885394294,0.155426116407355,0.371403522658961,0.274222039319309,0.176277143379491,0.17619829269907,-0.447079509158004,0.143782630727286,0.0258783666918058,0.00542127844571703,0.0190029147783671,-0.0251208069769141,-0.103480863655578,0.0990495073057865,-0.0268866581531028,-0.0100273742551137
"haageana",-97.69344,18.03202,"gbif",NA,162,169,70,1732,276,37,239,174,139,183,138,655,164,4,97,349,19,260,21,"M_conspicua",-1.64864844748117,-0.546385183121619,-1.42663225462517,-0.0577171880059533,-0.685245478445477,0.153181222378181,-0.826634751428044,0.467235384265748,-0.153394512885909,0.257050473478153,0.058354897065999,-0.0166818023986492,0.019877204503524,0.153930067238089,-0.00796940185196671,-0.0392741697977628,0.00980138697058226,-0.0239329234747566,-0.0179146166676616
"haageana",-97.87583,17.94036,"gbif",NA,185,173,71,1797,300,57,243,197,160,206,160,717,180,2,100,395,15,269,18,"M_conspicua",0.260134697696784,-1.71329930565477,-2.0962750800971,0.781067398807039,-0.460766633320454,0.160768919080269,-0.432544671125975,0.745189267510262,0.117259503910821,0.136955680444787,0.0360820262701419,0.0633896995788435,0.024398271011983,0.188470872259893,-0.0295695059823438,-0.0396472012643124,0.0406559159002388,-0.0142541243306973,-0.0071883260268448
"haageana",-97.93318,18.08663,"gbif",NA,217,172,70,1984,333,88,245,230,189,239,188,633,152,3,100,344,11,238,15,"Sto_domingo",3.07240526450515,-1.55405356824539,-2.03469171780044,0.193528183007847,0.834805468428493,0.481934103874563,-0.0889525278464797,-0.091663412593993,0.293340806138106,-0.120856482836547,0.0884240316677408,0.0866877056193189,-0.0208168631602881,0.0441225323468483,-0.036661215727361,0.0328283433062327,0.0267736715185776,-0.0327830959919726,0.0286707563956541
"haageana",-97.446972,18.340583,"gbif",NA,191,154,69,1892,298,76,222,210,165,212,164,476,113,3,98,236,13,190,15,"M_meissneri",1.81827339409667,1.21322339454158,-0.060469876791822,-0.0457188195362178,-0.0764299131956779,0.11093450140833,-0.152466439834196,0.200031014905826,-0.074720765772178,0.0441257142774595,0.0848361371545468,-0.00463504581739475,-0.000739539561107699,-0.158019085133973,0.0305748715275312,-0.00487012842000739,0.00706547093842829,0.0108421181297454,0.0172040313471987
"haageana",-97.448333,18.340806,"gbif",NA,197,155,69,1935,305,82,223,216,171,219,170,449,109,3,99,222,13,178,15,"M_meissneri",2.38838576205042,1.25025025849163,-0.153161035923837,-0.11371969093543,0.305388729027184,0.0430441424704564,-0.147855518451357,0.19807650450298,-0.0620484974354951,0.0539078488075876,0.0773688847744503,-0.000256139879129164,0.0382872966840838,-0.139553223389364,0.0296516780509061,0.0151720535259783,0.0122615418966095,0.00706317703277197,0.00300943012677544
"haageana",-97.447333,18.340444,"gbif",NA,191,154,69,1892,298,76,222,210,165,212,164,476,113,3,98,236,13,190,15,"M_meissneri",1.81827339409667,1.21322339454158,-0.060469876791822,-0.0457188195362178,-0.0764299131956779,0.11093450140833,-0.152466439834196,0.200031014905826,-0.074720765772178,0.0441257142774595,0.0848361371545468,-0.00463504581739475,-0.000739539561107699,-0.158019085133973,0.0305748715275312,-0.00487012842000739,0.00706547093842829,0.0108421181297454,0.0172040313471987
"haageana",-97.420417,18.41925,"gbif",NA,184,151,69,1863,289,71,218,195,158,204,158,498,120,4,96,249,14,193,16,"M_meissneri",0.980694061339605,1.29035532880524,0.44059259191193,-0.153606929585815,-0.251832704085374,0.254169331505152,-0.296918857982474,0.130198892612035,0.0629229770211166,-0.0481525644003909,-0.0886987327155799,-0.0770941796299957,-0.00477651211366525,0.00440901375424275,-0.0852489625601815,0.0016349296836787,0.0379067573578076,-0.0135308456878576,0.0200456048890603
"haageana",-97.502222,18.224833,"gbif",NA,158,162,69,1806,270,38,232,170,133,179,132,517,129,4,91,260,18,214,21,"M_conspicua",-1.55144409411226,1.28347018223852,-0.841483589592648,-0.651896080587564,-0.627980857854459,-0.0155254310874196,-0.239101715877593,0.180039277009606,-0.13772056695046,0.0811066616115874,-0.0624853085388195,0.02224690043965,0.087832512080924,0.134295043335005,-0.0465314214452695,-0.0206412493082248,-0.00679212531707312,-0.0221491585289561,-0.00321293020996962
"haageana",-97.449528,18.342111,"gbif",NA,194,154,69,1891,303,80,223,213,169,216,168,456,110,3,98,227,12,183,14,"M_meissneri",2.18231998671497,1.27716596447806,-0.115286964878299,0.017160156304883,0.05758711838569,0.06954735555637,-0.143811482804981,0.0353303254380776,-0.0738516125479888,-0.00426504346376039,0.0357233026512631,0.0343472248135601,-0.0123129741598742,-0.144914428060993,0.0225618629881144,0.0163304592763763,-0.0176785905029465,0.0133369850123506,-0.00802694258891491
"haageana",-97.446583,18.337278,"gbif",NA,191,154,69,1892,298,76,222,210,165,212,164,476,113,3,98,236,13,190,15,"M_meissneri",1.81827339409667,1.21322339454158,-0.060469876791822,-0.0457188195362178,-0.0764299131956779,0.11093450140833,-0.152466439834196,0.200031014905826,-0.074720765772178,0.0441257142774595,0.0848361371545468,-0.00463504581739475,-0.000739539561107699,-0.158019085133973,0.0305748715275312,-0.00487012842000739,0.00706547093842829,0.0108421181297454,0.0172040313471987
"haageana",-97.663889,18.202778,"gbif",NA,170,165,69,1834,282,46,236,188,145,191,144,590,155,3,94,314,16,252,20,"M_conspicua",-0.587153314918923,-0.0570276041973027,-1.28141243916922,-0.426400194463068,-0.880259349126942,0.291889631230139,-0.138022517182848,0.347259520355354,-0.157021551032439,0.139241593156011,0.0194618555216278,0.167765223102606,0.187772240701984,0.0663188662487188,0.0490625337359743,-0.0414516433712088,0.0269845557564244,0.048543681216133,-0.00112407372804228
